px	py	pz	vx	vy	vz	m	r	g	b
0.0	0.0	0.0	0.0	0.0	0.0	10000000.0	255	255	0
5743.559577416268	0.0	0.0	0.0	-31.976477887664217	0.0	15.0	255	123	0
7267.964034961434	9113.738635400627	0.0	26.79771797752039	-8.18756287292634	0.0	250.0	130	114	91
-3860.946271030995	16915.91087695789	0.0	23.16997418856761	11.942825392217111	0.0	300.0	144	222	0
-14232.608625050498	6854.06307324544	0.0	9.682116032998755	28.11644760553172	0.0	40.0	219	150	53
-34378.73679679211	-16555.927067999513	0.0	-6.766625594530915	16.15870948514961	0.0	10000.0	176	122	14
-14291.120161455161	-62613.48851107349	0.0	12.206662870444477	-4.701002414526352	0.0	3000.0	85	224	194
64002.55566957785	-80256.66631869988	0.0	-8.210149350952836	-5.194507732198513	0.0	500.0	120	92	66
161436.98095293544	-3.954065639760492e-11	0.0	0.0	7.240577856892655	0.0	560.0	102	207	255
-25490.685996236687	-6097.880774230902	7057.8758624858065	-3.9443518441611025	20.947938195542	2.0443973131394397	0.0009262081744006838	0	0	0
34712.73156222169	-9556.453484341517	-1242.3142789278722	-4.565428779848533	-15.639417551040948	-1.9031824397982706	8.843758733550245e-05	84	65	138
23260.48308845094	25487.664067024984	-7662.560674346965	12.574170676000813	-10.582159507962787	-2.507855445161855	0.0009543693622282357	199	179	255
36902.8466299024	9847.785888803675	3277.953699338768	4.330996841970572	-14.390125247012369	-2.122443457014159	0.0009213229670968132	84	65	138
521.4638767424863	-32754.635453739815	-6764.258680960635	-17.505680342981204	2.3178514532456265	0.8668503463947815	5.399929218103895e-05	84	65	138
12251.29049264948	-31850.556976339896	80.10357697703216	-16.56541688442749	-4.691077166592015	1.0020671395520455	0.0003603211376915627	84	65	138
25275.446980011853	25789.460778411336	390.5493886893105	12.443642042740597	-10.699226130561774	-1.29561921373951	0.0008131433902993365	84	65	138
-1641.2785642442736	32008.567987217295	-1153.7444051955897	17.965734518022106	3.560379503148135	-1.0302233480851943	0.0006115765454794011	109	114	117
38973.8454028864	848.6458953453557	-8747.279080460095	0.39967098103067533	-14.676662000037995	-1.147875317480348	0.0007790939433817704	199	179	255
-3786.9248089020593	33336.26134316094	3675.5586883834485	17.26224058176992	3.0590273357881355	-2.4157543964875052	0.0007190333387898875	0	0	0
-214.82738988289293	-33197.590254024326	-4163.378232490032	-17.381991053216414	3.3138962946152377	0.5412650591582944	0.0004967701131271636	199	179	255
-26192.792128251982	-7787.6833644853705	5961.017375996081	-4.058371150812494	19.513674291471787	6.081207732436104	4.121804595169953e-05	199	179	255
-18823.182624654128	23251.671442698123	99.39626709304201	13.704967768035905	14.013738045680254	0.5175941078923352	0.0005842682020645011	199	179	255
-21395.634742623562	22331.705551568393	1275.164661136292	12.734869629356622	14.26201778821552	1.0726216348581	4.856665305929597e-05	0	0	0
36451.184040704	-3600.4037467626185	-9650.883297174078	-1.1137449650717206	-15.398991099956898	1.4643338177557106	0.0006037267175351309	199	179	255
-9724.87923429775	29018.199777236438	4762.948153221698	16.92876266511798	8.631631275388889	0.28498345540411874	0.0008004108624936782	0	0	0
-15196.902007825509	-28589.678870619246	-2785.808877310065	-15.72027059316876	9.12100100133719	1.140368091649362	0.0005849917487019186	0	0	0
35003.11449531309	934.2472956577512	-9893.73039625926	-0.5615350767971347	-16.102040108704628	-2.823610942053169	0.000997021804561697	109	114	117
